	time_stamp	RAM Total	RAM Used	RAM Cache	RAM Free	SWAP Used	DateTime
0	1675167030.781	968.828Mb	238.418Mb	439.043Mb	291.367Mb	0.000Mb	2023-01-31 14:10:30.781
1	1675167045.781	968.828Mb	238.418Mb	439.043Mb	291.367Mb	0.000Mb	2023-01-31 14:10:45.781
2	1675167060.781	968.828Mb	238.418Mb	439.043Mb	291.367Mb	0.000Mb	2023-01-31 14:11:00.781
3	1675167075.781	968.828Mb	238.418Mb	439.043Mb	291.367Mb	0.000Mb	2023-01-31 14:11:15.781
4	1675167090.781	968.828Mb	238.418Mb	439.043Mb	291.367Mb	0.000Mb	2023-01-31 14:11:30.781
5	1675167105.781	968.828Mb	238.621Mb	439.059Mb	291.148Mb	0.000Mb	2023-01-31 14:11:45.781
6	1675167120.781	968.828Mb	243.195Mb	439.887Mb	285.746Mb	0.000Mb	2023-01-31 14:12:00.781
7	1675167135.781	968.828Mb	239.488Mb	439.902Mb	289.438Mb	0.000Mb	2023-01-31 14:12:15.781
8	1675167150.781	968.828Mb	247.828Mb	439.918Mb	281.082Mb	0.000Mb	2023-01-31 14:12:30.781
9	1675167165.781	968.828Mb	248.266Mb	439.934Mb	280.629Mb	0.000Mb	2023-01-31 14:12:45.781
10	1675167180.781	968.828Mb	249.695Mb	439.953Mb	279.180Mb	0.000Mb	2023-01-31 14:13:00.781
11	1675167195.781	968.828Mb	249.688Mb	439.961Mb	279.180Mb	0.000Mb	2023-01-31 14:13:15.781
12	1675167210.781	968.828Mb	249.688Mb	439.961Mb	279.180Mb	0.000Mb	2023-01-31 14:13:30.781
13	1675167225.781	968.828Mb	249.906Mb	439.961Mb	278.961Mb	0.000Mb	2023-01-31 14:13:45.781
14	1675167240.781	968.828Mb	249.906Mb	439.961Mb	278.961Mb	0.000Mb	2023-01-31 14:14:00.781
15	1675167255.781	968.828Mb	249.973Mb	440.605Mb	278.250Mb	0.000Mb	2023-01-31 14:14:15.781
16	1675167270.781	968.828Mb	243.031Mb	440.758Mb	285.039Mb	0.000Mb	2023-01-31 14:14:30.781
17	1675167285.781	968.828Mb	243.719Mb	440.770Mb	284.340Mb	0.000Mb	2023-01-31 14:14:45.781
18	1675167300.781	968.828Mb	243.711Mb	440.777Mb	284.340Mb	0.000Mb	2023-01-31 14:15:00.781
19	1675167315.781	968.828Mb	243.953Mb	440.777Mb	284.098Mb	0.000Mb	2023-01-31 14:15:15.781
20	1675167330.781	968.828Mb	243.953Mb	440.777Mb	284.098Mb	0.000Mb	2023-01-31 14:15:30.781
21	1675167345.781	968.828Mb	243.953Mb	440.777Mb	284.098Mb	0.000Mb	2023-01-31 14:15:45.781
22	1675167360.781	968.828Mb	244.410Mb	440.785Mb	283.633Mb	0.000Mb	2023-01-31 14:16:00.781
23	1675167375.781	968.828Mb	245.148Mb	440.785Mb	282.895Mb	0.000Mb	2023-01-31 14:16:15.781
24	1675167390.781	968.828Mb	244.902Mb	440.785Mb	283.141Mb	0.000Mb	2023-01-31 14:16:30.781
25	1675167405.781	968.828Mb	245.395Mb	440.785Mb	282.648Mb	0.000Mb	2023-01-31 14:16:45.781
26	1675167420.781	968.828Mb	245.605Mb	440.793Mb	282.430Mb	0.000Mb	2023-01-31 14:17:00.781
27	1675167435.781	968.828Mb	245.582Mb	440.816Mb	282.430Mb	0.000Mb	2023-01-31 14:17:15.781
28	1675167450.781	968.828Mb	244.590Mb	440.824Mb	283.414Mb	0.000Mb	2023-01-31 14:17:30.781
29	1675167465.781	968.828Mb	244.344Mb	440.824Mb	283.660Mb	0.000Mb	2023-01-31 14:17:45.781
30	1675167480.781	968.828Mb	244.344Mb	440.824Mb	283.660Mb	0.000Mb	2023-01-31 14:18:00.781
31	1675167495.781	968.828Mb	246.984Mb	656.484Mb	65.359Mb	0.000Mb	2023-01-31 14:18:15.781
32	1675167510.781	968.828Mb	251.625Mb	653.391Mb	63.812Mb	0.262Mb	2023-01-31 14:18:30.781
33	1675167525.781	968.828Mb	252.043Mb	653.414Mb	63.371Mb	0.262Mb	2023-01-31 14:18:45.781
34	1675167540.781	968.828Mb	252.465Mb	653.715Mb	62.648Mb	0.262Mb	2023-01-31 14:19:00.781
35	1675167555.781	968.828Mb	252.188Mb	653.715Mb	62.926Mb	0.262Mb	2023-01-31 14:19:15.781
36	1675167570.781	968.828Mb	228.941Mb	683.203Mb	56.684Mb	1.012Mb	2023-01-31 14:19:30.781
37	1675167585.781	968.828Mb	229.648Mb	678.961Mb	60.219Mb	1.012Mb	2023-01-31 14:19:45.781
38	1675167600.781	968.828Mb	229.785Mb	679.559Mb	59.484Mb	1.012Mb	2023-01-31 14:20:00.781
39	1675167615.781	968.828Mb	229.449Mb	679.684Mb	59.695Mb	1.012Mb	2023-01-31 14:20:15.781
40	1675167630.781	968.828Mb	229.570Mb	680.027Mb	59.230Mb	1.012Mb	2023-01-31 14:20:30.781
41	1675167645.781	968.828Mb	229.965Mb	680.125Mb	58.738Mb	1.012Mb	2023-01-31 14:20:45.781
42	1675167660.781	968.828Mb	278.543Mb	614.793Mb	75.492Mb	1.262Mb	2023-01-31 14:21:00.781
43	1675167675.781	968.828Mb	283.520Mb	614.945Mb	70.363Mb	1.262Mb	2023-01-31 14:21:15.781
44	1675167690.781	968.828Mb	281.934Mb	614.984Mb	71.910Mb	1.262Mb	2023-01-31 14:21:30.781
45	1675167705.781	968.828Mb	284.801Mb	615.027Mb	69.000Mb	1.262Mb	2023-01-31 14:21:45.781
46	1675167720.781	968.828Mb	288.102Mb	615.133Mb	65.594Mb	1.262Mb	2023-01-31 14:22:00.781
47	1675167735.781	968.828Mb	288.102Mb	615.133Mb	65.594Mb	1.262Mb	2023-01-31 14:22:15.781
48	1675167750.781	968.828Mb	288.102Mb	615.133Mb	65.594Mb	1.262Mb	2023-01-31 14:22:30.781
49	1675167765.781	968.828Mb	288.102Mb	615.133Mb	65.594Mb	1.262Mb	2023-01-31 14:22:45.781
50	1675167780.781	968.828Mb	290.215Mb	615.477Mb	63.137Mb	1.262Mb	2023-01-31 14:23:00.781
51	1675167795.781	968.828Mb	290.750Mb	615.680Mb	62.398Mb	1.262Mb	2023-01-31 14:23:15.781
52	1675167810.781	968.828Mb	287.434Mb	615.762Mb	65.633Mb	1.262Mb	2023-01-31 14:23:30.781
53	1675167825.781	968.828Mb	305.562Mb	590.223Mb	73.043Mb	1.512Mb	2023-01-31 14:23:45.781
54	1675167840.781	968.828Mb	305.562Mb	590.223Mb	73.043Mb	1.512Mb	2023-01-31 14:24:00.781
55	1675167855.781	968.828Mb	305.562Mb	590.223Mb	73.043Mb	1.512Mb	2023-01-31 14:24:15.781
56	1675167870.781	968.828Mb	305.562Mb	590.223Mb	73.043Mb	1.512Mb	2023-01-31 14:24:30.781
57	1675167885.781	968.828Mb	305.562Mb	590.223Mb	73.043Mb	1.512Mb	2023-01-31 14:24:45.781
58	1675167900.781	968.828Mb	305.562Mb	590.223Mb	73.043Mb	1.512Mb	2023-01-31 14:25:00.781
59	1675167915.781	968.828Mb	305.562Mb	590.223Mb	73.043Mb	1.512Mb	2023-01-31 14:25:15.781
60	1675167930.781	968.828Mb	305.562Mb	590.223Mb	73.043Mb	1.512Mb	2023-01-31 14:25:30.781
61	1675167945.781	968.828Mb	305.562Mb	590.223Mb	73.043Mb	1.512Mb	2023-01-31 14:25:45.781
62	1675167960.781	968.828Mb	305.562Mb	590.223Mb	73.043Mb	1.512Mb	2023-01-31 14:26:00.781
63	1675167975.781	968.828Mb	305.562Mb	590.223Mb	73.043Mb	1.512Mb	2023-01-31 14:26:15.781
64	1675167990.781	968.828Mb	305.562Mb	590.223Mb	73.043Mb	1.512Mb	2023-01-31 14:26:30.781
65	1675168005.781	968.828Mb	305.562Mb	590.223Mb	73.043Mb	1.512Mb	2023-01-31 14:26:45.781
66	1675168020.781	968.828Mb	305.562Mb	590.223Mb	73.043Mb	1.512Mb	2023-01-31 14:27:00.781
67	1675168035.781	968.828Mb	305.562Mb	590.223Mb	73.043Mb	1.512Mb	2023-01-31 14:27:15.781
68	1675168050.781	968.828Mb	305.562Mb	590.223Mb	73.043Mb	1.512Mb	2023-01-31 14:27:30.781
69	1675168065.781	968.828Mb	305.562Mb	590.223Mb	73.043Mb	1.512Mb	2023-01-31 14:27:45.781
70	1675168080.781	968.828Mb	305.562Mb	590.223Mb	73.043Mb	1.512Mb	2023-01-31 14:28:00.781
71	1675168095.781	968.828Mb	305.562Mb	590.223Mb	73.043Mb	1.512Mb	2023-01-31 14:28:15.781
72	1675168110.781	968.828Mb	305.562Mb	590.223Mb	73.043Mb	1.512Mb	2023-01-31 14:28:30.781
73	1675169850.781	968.828Mb	311.328Mb	580.719Mb	76.781Mb	2.523Mb	2023-01-31 14:57:30.781
74	1675169865.781	968.828Mb	312.016Mb	580.730Mb	76.082Mb	2.523Mb	2023-01-31 14:57:45.781
75	1675169880.781	968.828Mb	312.258Mb	580.730Mb	75.840Mb	2.523Mb	2023-01-31 14:58:00.781
76	1675169895.781	968.828Mb	312.422Mb	584.004Mb	72.402Mb	2.523Mb	2023-01-31 14:58:15.781
77	1675169910.781	968.828Mb	312.422Mb	584.004Mb	72.402Mb	2.523Mb	2023-01-31 14:58:30.781
78	1675169925.781	968.828Mb	312.598Mb	584.047Mb	72.184Mb	2.523Mb	2023-01-31 14:58:45.781
79	1675169940.781	968.828Mb	312.570Mb	584.074Mb	72.184Mb	2.523Mb	2023-01-31 14:59:00.781
80	1675169955.781	968.828Mb	312.570Mb	584.074Mb	72.184Mb	2.523Mb	2023-01-31 14:59:15.781
81	1675169970.781	968.828Mb	312.570Mb	584.074Mb	72.184Mb	2.523Mb	2023-01-31 14:59:30.781
82	1675169985.781	968.828Mb	312.512Mb	584.133Mb	72.184Mb	2.523Mb	2023-01-31 14:59:45.781
83	1675170000.781	968.828Mb	312.730Mb	584.133Mb	71.965Mb	2.523Mb	2023-01-31 15:00:00.781
84	1675170015.781	968.828Mb	312.730Mb	584.133Mb	71.965Mb	2.523Mb	2023-01-31 15:00:15.781
85	1675170030.781	968.828Mb	322.242Mb	584.242Mb	62.344Mb	2.523Mb	2023-01-31 15:00:30.781
86	1675170045.781	968.828Mb	321.375Mb	585.562Mb	61.891Mb	2.523Mb	2023-01-31 15:00:45.781
87	1675170060.781	968.828Mb	321.055Mb	585.605Mb	62.168Mb	2.523Mb	2023-01-31 15:01:00.781
88	1675170075.781	968.828Mb	317.125Mb	580.891Mb	70.812Mb	2.523Mb	2023-01-31 15:01:15.781
89	1675170090.781	968.828Mb	357.355Mb	538.430Mb	73.043Mb	7.055Mb	2023-01-31 15:01:30.781
90	1675170105.781	968.828Mb	311.828Mb	542.855Mb	114.145Mb	7.055Mb	2023-01-31 15:01:45.781
91	1675170120.781	968.828Mb	308.004Mb	542.871Mb	117.953Mb	7.055Mb	2023-01-31 15:02:00.781
92	1675170135.781	968.828Mb	308.895Mb	542.922Mb	117.012Mb	7.055Mb	2023-01-31 15:02:15.781
93	1675170150.781	968.828Mb	308.895Mb	542.922Mb	117.012Mb	7.055Mb	2023-01-31 15:02:30.781
94	1675170165.781	968.828Mb	309.754Mb	543.043Mb	116.031Mb	7.055Mb	2023-01-31 15:02:45.781
95	1675170180.781	968.828Mb	316.852Mb	556.613Mb	95.363Mb	7.055Mb	2023-01-31 15:03:00.781
96	1675170195.781	968.828Mb	317.836Mb	556.613Mb	94.379Mb	7.055Mb	2023-01-31 15:03:15.781
97	1675170210.781	968.828Mb	316.867Mb	510.566Mb	141.395Mb	17.344Mb	2023-01-31 15:03:30.781
98	1675170225.781	968.828Mb	317.277Mb	510.609Mb	140.941Mb	17.344Mb	2023-01-31 15:03:45.781
99	1675170240.781	968.828Mb	317.266Mb	510.621Mb	140.941Mb	17.344Mb	2023-01-31 15:04:00.781
100	1675170255.781	968.828Mb	304.898Mb	510.918Mb	153.012Mb	17.344Mb	2023-01-31 15:04:15.781
101	1675170315.781	968.828Mb	325.863Mb	564.852Mb	78.113Mb	24.625Mb	2023-01-31 15:05:15.781
102	1675170330.781	968.828Mb	290.449Mb	612.164Mb	66.215Mb	36.156Mb	2023-01-31 15:05:30.781
103	1675170345.781	968.828Mb	279.559Mb	349.449Mb	339.820Mb	77.062Mb	2023-01-31 15:05:45.781
104	1675170360.781	968.828Mb	284.590Mb	538.332Mb	145.906Mb	51.570Mb	2023-01-31 15:06:00.781
105	1675170375.781	968.828Mb	283.621Mb	538.609Mb	146.598Mb	51.570Mb	2023-01-31 15:06:15.781
106	1675170390.781	968.828Mb	282.629Mb	538.617Mb	147.582Mb	51.570Mb	2023-01-31 15:06:30.781
107	1675170405.781	968.828Mb	283.996Mb	538.660Mb	146.172Mb	51.570Mb	2023-01-31 15:06:45.781
108	1675170420.781	968.828Mb	282.195Mb	539.441Mb	147.191Mb	51.570Mb	2023-01-31 15:07:00.781
109	1675170435.781	968.828Mb	281.855Mb	540.531Mb	146.441Mb	51.570Mb	2023-01-31 15:07:15.781
110	1675170450.781	968.828Mb	281.602Mb	540.539Mb	146.688Mb	51.570Mb	2023-01-31 15:07:30.781
111	1675170465.781	968.828Mb	276.160Mb	541.797Mb	150.871Mb	51.570Mb	2023-01-31 15:07:45.781
112	1675170480.781	968.828Mb	275.941Mb	543.449Mb	149.438Mb	51.570Mb	2023-01-31 15:08:00.781
113	1675170495.781	968.828Mb	275.871Mb	543.488Mb	149.469Mb	51.570Mb	2023-01-31 15:08:15.781
114	1675170510.781	968.828Mb	276.328Mb	543.496Mb	149.004Mb	51.570Mb	2023-01-31 15:08:30.781
115	1675170525.781	968.828Mb	276.023Mb	543.496Mb	149.309Mb	51.570Mb	2023-01-31 15:08:45.781
116	1675170540.781	968.828Mb	276.344Mb	543.496Mb	148.988Mb	51.570Mb	2023-01-31 15:09:00.781
117	1675170555.781	968.828Mb	288.707Mb	567.125Mb	112.996Mb	51.570Mb	2023-01-31 15:09:15.781
118	1675170570.781	968.828Mb	264.980Mb	572.152Mb	131.695Mb	27.820Mb	2023-01-31 15:09:30.781
119	1675170585.781	968.828Mb	264.961Mb	572.172Mb	131.695Mb	27.820Mb	2023-01-31 15:09:45.781
120	1675170600.781	968.828Mb	264.961Mb	572.172Mb	131.695Mb	27.820Mb	2023-01-31 15:10:00.781
121	1675170615.781	968.828Mb	265.195Mb	572.172Mb	131.461Mb	27.820Mb	2023-01-31 15:10:15.781
122	1675170630.781	968.828Mb	265.195Mb	572.172Mb	131.461Mb	27.820Mb	2023-01-31 15:10:30.781
123	1675170645.781	968.828Mb	265.195Mb	572.172Mb	131.461Mb	27.820Mb	2023-01-31 15:10:45.781
124	1675170660.781	968.828Mb	265.195Mb	572.172Mb	131.461Mb	27.820Mb	2023-01-31 15:11:00.781
125	1675170675.781	968.828Mb	265.195Mb	572.172Mb	131.461Mb	27.820Mb	2023-01-31 15:11:15.781
126	1675170690.781	968.828Mb	265.195Mb	572.172Mb	131.461Mb	27.820Mb	2023-01-31 15:11:30.781
127	1675170705.781	968.828Mb	254.172Mb	573.777Mb	140.879Mb	27.820Mb	2023-01-31 15:11:45.781
128	1675170720.781	968.828Mb	255.383Mb	573.785Mb	139.660Mb	27.820Mb	2023-01-31 15:12:00.781
129	1675170735.781	968.828Mb	255.602Mb	573.785Mb	139.441Mb	27.820Mb	2023-01-31 15:12:15.781
130	1675170750.781	968.828Mb	255.234Mb	573.883Mb	139.711Mb	27.820Mb	2023-01-31 15:12:30.781
131	1675170765.781	968.828Mb	290.641Mb	584.043Mb	94.145Mb	27.820Mb	2023-01-31 15:12:45.781
132	1675170780.781	968.828Mb	298.484Mb	584.164Mb	86.180Mb	27.820Mb	2023-01-31 15:13:00.781
133	1675170795.781	968.828Mb	298.477Mb	584.172Mb	86.180Mb	27.820Mb	2023-01-31 15:13:15.781
134	1675170810.781	968.828Mb	298.477Mb	584.172Mb	86.180Mb	27.820Mb	2023-01-31 15:13:30.781
135	1675170825.781	968.828Mb	298.477Mb	584.172Mb	86.180Mb	27.820Mb	2023-01-31 15:13:45.781
136	1675170840.781	968.828Mb	298.477Mb	584.172Mb	86.180Mb	27.820Mb	2023-01-31 15:14:00.781
137	1675170855.781	968.828Mb	298.477Mb	584.172Mb	86.180Mb	27.820Mb	2023-01-31 15:14:15.781
138	1675170870.781	968.828Mb	298.477Mb	584.172Mb	86.180Mb	27.820Mb	2023-01-31 15:14:30.781
139	1675170885.781	968.828Mb	298.477Mb	584.172Mb	86.180Mb	27.820Mb	2023-01-31 15:14:45.781
140	1675170900.781	968.828Mb	298.477Mb	584.172Mb	86.180Mb	27.820Mb	2023-01-31 15:15:00.781
141	1675170915.781	968.828Mb	298.445Mb	584.449Mb	85.934Mb	27.820Mb	2023-01-31 15:15:15.781
142	1675170930.781	968.828Mb	296.543Mb	584.547Mb	87.738Mb	27.820Mb	2023-01-31 15:15:30.781
143	1675170945.781	968.828Mb	255.586Mb	584.555Mb	128.688Mb	27.820Mb	2023-01-31 15:15:45.781
144	1675170960.781	968.828Mb	260.293Mb	583.656Mb	124.879Mb	27.820Mb	2023-01-31 15:16:00.781
145	1675170975.781	968.828Mb	260.293Mb	583.656Mb	124.879Mb	27.820Mb	2023-01-31 15:16:15.781
146	1675170990.781	968.828Mb	260.746Mb	583.656Mb	124.426Mb	27.820Mb	2023-01-31 15:16:30.781
147	1675171005.781	968.828Mb	306.879Mb	584.832Mb	77.117Mb	27.820Mb	2023-01-31 15:16:45.781
148	1675171020.781	968.828Mb	306.879Mb	584.832Mb	77.117Mb	27.820Mb	2023-01-31 15:17:00.781
149	1675171035.781	968.828Mb	306.879Mb	584.832Mb	77.117Mb	27.820Mb	2023-01-31 15:17:15.781
150	1675171050.781	968.828Mb	306.879Mb	584.832Mb	77.117Mb	27.820Mb	2023-01-31 15:17:30.781
151	1675171065.781	968.828Mb	306.879Mb	584.832Mb	77.117Mb	27.820Mb	2023-01-31 15:17:45.781
152	1675171080.781	968.828Mb	306.879Mb	584.832Mb	77.117Mb	27.820Mb	2023-01-31 15:18:00.781
153	1675171095.781	968.828Mb	220.871Mb	424.234Mb	323.723Mb	0.000Mb	2023-01-31 15:18:15.781
154	1675171110.781	968.828Mb	227.777Mb	430.414Mb	310.637Mb	0.000Mb	2023-01-31 15:18:30.781
155	1675171125.781	968.828Mb	234.262Mb	444.762Mb	289.805Mb	0.000Mb	2023-01-31 15:18:45.781
156	1675171140.781	968.828Mb	234.750Mb	444.766Mb	289.312Mb	0.000Mb	2023-01-31 15:19:00.781
157	1675171155.781	968.828Mb	234.750Mb	444.766Mb	289.312Mb	0.000Mb	2023-01-31 15:19:15.781
158	1675171170.781	968.828Mb	234.750Mb	444.766Mb	289.312Mb	0.000Mb	2023-01-31 15:19:30.781
159	1675171185.781	968.828Mb	234.750Mb	444.766Mb	289.312Mb	0.000Mb	2023-01-31 15:19:45.781
160	1675171200.781	968.828Mb	234.750Mb	444.766Mb	289.312Mb	0.000Mb	2023-01-31 15:20:00.781
161	1675171215.781	968.828Mb	234.750Mb	444.766Mb	289.312Mb	0.000Mb	2023-01-31 15:20:15.781
162	1675171230.781	968.828Mb	234.750Mb	444.766Mb	289.312Mb	0.000Mb	2023-01-31 15:20:30.781
163	1675171245.781	968.828Mb	234.750Mb	444.766Mb	289.312Mb	0.000Mb	2023-01-31 15:20:45.781
164	1675171260.781	968.828Mb	234.750Mb	444.766Mb	289.312Mb	0.000Mb	2023-01-31 15:21:00.781
165	1675171275.781	968.828Mb	234.750Mb	444.766Mb	289.312Mb	0.000Mb	2023-01-31 15:21:15.781
166	1675171290.781	968.828Mb	234.750Mb	444.766Mb	289.312Mb	0.000Mb	2023-01-31 15:21:30.781
167	1675171305.781	968.828Mb	234.750Mb	444.766Mb	289.312Mb	0.000Mb	2023-01-31 15:21:45.781
168	1675171320.781	968.828Mb	234.750Mb	444.766Mb	289.312Mb	0.000Mb	2023-01-31 15:22:00.781
169	1675171335.781	968.828Mb	234.750Mb	444.766Mb	289.312Mb	0.000Mb	2023-01-31 15:22:15.781
170	1675171350.781	968.828Mb	234.750Mb	444.766Mb	289.312Mb	0.000Mb	2023-01-31 15:22:30.781
171	1675171365.781	968.828Mb	234.750Mb	444.766Mb	289.312Mb	0.000Mb	2023-01-31 15:22:45.781
172	1675171380.781	968.828Mb	234.750Mb	444.766Mb	289.312Mb	0.000Mb	2023-01-31 15:23:00.781
173	1675171395.781	968.828Mb	234.750Mb	444.766Mb	289.312Mb	0.000Mb	2023-01-31 15:23:15.781
174	1675171410.781	968.828Mb	234.750Mb	444.766Mb	289.312Mb	0.000Mb	2023-01-31 15:23:30.781
175	1675171425.781	968.828Mb	234.750Mb	444.766Mb	289.312Mb	0.000Mb	2023-01-31 15:23:45.781
176	1675171785.781	968.828Mb	223.859Mb	409.816Mb	335.152Mb	0.000Mb	2023-01-31 15:29:45.781
177	1675171800.781	968.828Mb	224.852Mb	423.078Mb	320.898Mb	0.000Mb	2023-01-31 15:30:00.781
178	1675171815.781	968.828Mb	226.910Mb	423.207Mb	318.711Mb	0.000Mb	2023-01-31 15:30:15.781
179	1675171830.781	968.828Mb	235.434Mb	437.641Mb	295.754Mb	0.000Mb	2023-01-31 15:30:30.781
180	1675171845.781	968.828Mb	235.527Mb	437.547Mb	295.754Mb	0.000Mb	2023-01-31 15:30:45.781
181	1675171860.781	968.828Mb	235.508Mb	437.566Mb	295.754Mb	0.000Mb	2023-01-31 15:31:00.781
182	1675171875.781	968.828Mb	285.695Mb	444.340Mb	238.793Mb	0.000Mb	2023-01-31 15:31:15.781
183	1675171890.781	968.828Mb	288.211Mb	444.422Mb	236.195Mb	0.000Mb	2023-01-31 15:31:30.781
184	1675171905.781	968.828Mb	288.211Mb	444.422Mb	236.195Mb	0.000Mb	2023-01-31 15:31:45.781
185	1675171920.781	968.828Mb	288.211Mb	444.422Mb	236.195Mb	0.000Mb	2023-01-31 15:32:00.781
186	1675171935.781	968.828Mb	288.211Mb	444.422Mb	236.195Mb	0.000Mb	2023-01-31 15:32:15.781
187	1675171950.781	968.828Mb	288.211Mb	444.422Mb	236.195Mb	0.000Mb	2023-01-31 15:32:30.781
188	1675171965.781	968.828Mb	288.211Mb	444.422Mb	236.195Mb	0.000Mb	2023-01-31 15:32:45.781
189	1675171980.781	968.828Mb	288.211Mb	444.422Mb	236.195Mb	0.000Mb	2023-01-31 15:33:00.781
190	1675171995.781	968.828Mb	288.211Mb	444.422Mb	236.195Mb	0.000Mb	2023-01-31 15:33:15.781
191	1675172010.781	968.828Mb	288.211Mb	444.422Mb	236.195Mb	0.000Mb	2023-01-31 15:33:30.781
192	1675172025.781	968.828Mb	288.211Mb	444.422Mb	236.195Mb	0.000Mb	2023-01-31 15:33:45.781
193	1675172040.781	968.828Mb	288.211Mb	444.422Mb	236.195Mb	0.000Mb	2023-01-31 15:34:00.781
194	1675172055.781	968.828Mb	288.211Mb	444.422Mb	236.195Mb	0.000Mb	2023-01-31 15:34:15.781
195	1675172070.781	968.828Mb	288.211Mb	444.422Mb	236.195Mb	0.000Mb	2023-01-31 15:34:30.781
196	1675172085.781	968.828Mb	288.211Mb	444.422Mb	236.195Mb	0.000Mb	2023-01-31 15:34:45.781
197	1675172100.781	968.828Mb	288.211Mb	444.422Mb	236.195Mb	0.000Mb	2023-01-31 15:35:00.781
198	1675172115.781	968.828Mb	288.211Mb	444.422Mb	236.195Mb	0.000Mb	2023-01-31 15:35:15.781
199	1675172130.781	968.828Mb	288.211Mb	444.422Mb	236.195Mb	0.000Mb	2023-01-31 15:35:30.781
200	1675172145.781	968.828Mb	288.211Mb	444.422Mb	236.195Mb	0.000Mb	2023-01-31 15:35:45.781
